,GEOID,Longitude,Latitude,indicator,value,bin_value_bin
5001,17031150600,-87.7717578,41.9494731,"Traffic crashes (number of crashes), 2021",118.0,2.0
5002,17031150700,-87.761958,41.9495915,"Traffic crashes (number of crashes), 2021",99.0,1.0
5003,17031150800,-87.7521182,41.9497086,"Traffic crashes (number of crashes), 2021",128.0,2.0
5004,17031151001,-87.7543527,41.9423826,"Traffic crashes (number of crashes), 2021",55.0,0.0
5005,17031151002,-87.7471554,41.9424917,"Traffic crashes (number of crashes), 2021",189.0,3.0
5006,17031151100,-87.7617175,41.9422903,"Traffic crashes (number of crashes), 2021",146.0,2.0
5007,17031151200,-87.7714953,41.942169,"Traffic crashes (number of crashes), 2021",135.0,2.0
5008,17031160100,-87.7427951,41.9646284,"Traffic crashes (number of crashes), 2021",108.0,1.0
5009,17031160200,-87.7384,41.9587937,"Traffic crashes (number of crashes), 2021",85.01288771,1.0
5010,17031160300,-87.7308958,41.9572682,"Traffic crashes (number of crashes), 2021",148.0,2.0
5011,17031160400,-87.7228239,41.9573657,"Traffic crashes (number of crashes), 2021",170.0,2.0
5012,17031160501,-87.7129732,41.9592098,"Traffic crashes (number of crashes), 2021",88.0,1.0
5013,17031160502,-87.7130876,41.9555841,"Traffic crashes (number of crashes), 2021",86.0,1.0
5014,17031160601,-87.7021491,41.9595316,"Traffic crashes (number of crashes), 2021",43.0,0.0
5015,17031160602,-87.7006348,41.956093,"Traffic crashes (number of crashes), 2021",93.0,1.0
5016,17031160700,-87.7019833,41.950419,"Traffic crashes (number of crashes), 2021",126.0,2.0
5017,17031160800,-87.7128146,41.9502131,"Traffic crashes (number of crashes), 2021",218.0,3.0
5018,17031160900,-87.7226082,41.9500821,"Traffic crashes (number of crashes), 2021",107.0,1.0
5019,17031161000,-87.7306829,41.9499766,"Traffic crashes (number of crashes), 2021",113.0,2.0
5020,17031161100,-87.738155,41.94988,"Traffic crashes (number of crashes), 2021",72.98711229,1.0
5021,17031161200,-87.7385701,41.9425489,"Traffic crashes (number of crashes), 2021",82.0,1.0
5022,17031161300,-87.7310023,41.9426994,"Traffic crashes (number of crashes), 2021",172.0,2.0
5023,17031170100,-87.7948168,41.9558596,"Traffic crashes (number of crashes), 2021",131.0,2.0
5024,17031170200,-87.7815188,41.9493528,"Traffic crashes (number of crashes), 2021",90.0,1.0
5025,17031170300,-87.7968278,41.9491248,"Traffic crashes (number of crashes), 2021",206.0,3.0
5026,17031170400,-87.8127107,41.9489081,"Traffic crashes (number of crashes), 2021",103.0,1.0
5027,17031170500,-87.8288957,41.9500779,"Traffic crashes (number of crashes), 2021",101.0,1.0
5028,17031170600,-87.8307016,41.9412943,"Traffic crashes (number of crashes), 2021",41.0,0.0
5029,17031170700,-87.822164,41.9414866,"Traffic crashes (number of crashes), 2021",35.0,0.0
5030,17031170800,-87.8123713,41.9415761,"Traffic crashes (number of crashes), 2021",110.0,2.0
5031,17031170900,-87.8116057,41.9361959,"Traffic crashes (number of crashes), 2021",47.0,0.0
5032,17031171000,-87.7965238,41.9418072,"Traffic crashes (number of crashes), 2021",185.0,3.0
5033,17031171100,-87.7812865,41.9420528,"Traffic crashes (number of crashes), 2021",103.0,1.0
5034,17031180100,-87.7986731,41.9344789,"Traffic crashes (number of crashes), 2021",149.0,2.0
5035,17031190100,-87.7443889,41.9352176,"Traffic crashes (number of crashes), 2021",145.0,2.0
5036,17031190200,-87.7516489,41.9351136,"Traffic crashes (number of crashes), 2021",165.0,2.0
5037,17031190300,-87.7614635,41.9349864,"Traffic crashes (number of crashes), 2021",158.0,2.0
5038,17031190401,-87.7809524,41.9347276,"Traffic crashes (number of crashes), 2021",107.0,1.0
5039,17031190402,-87.7712318,41.9348596,"Traffic crashes (number of crashes), 2021",143.0,2.0
5040,17031190601,-87.7804606,41.9274146,"Traffic crashes (number of crashes), 2021",118.0,2.0
5041,17031190602,-87.7707371,41.9275604,"Traffic crashes (number of crashes), 2021",205.0,3.0
5042,17031190701,-87.7614217,41.9297959,"Traffic crashes (number of crashes), 2021",65.0,0.0
5043,17031190702,-87.7610395,41.9261631,"Traffic crashes (number of crashes), 2021",127.0,2.0
5044,17031190800,-87.7513624,41.9278186,"Traffic crashes (number of crashes), 2021",199.0,3.0
5045,17031190900,-87.7441048,41.9279225,"Traffic crashes (number of crashes), 2021",107.0,1.0
5046,17031191000,-87.743801,41.9192297,"Traffic crashes (number of crashes), 2021",155.0,2.0
5047,17031191100,-87.7509763,41.9196293,"Traffic crashes (number of crashes), 2021",292.0,3.0
5048,17031191200,-87.7608269,41.9201432,"Traffic crashes (number of crashes), 2021",154.0,2.0
5049,17031191301,-87.7802655,41.9201522,"Traffic crashes (number of crashes), 2021",137.0,2.0
5050,17031191302,-87.7705334,41.9202289,"Traffic crashes (number of crashes), 2021",134.0,2.0
5051,17031200100,-87.7376226,41.9350552,"Traffic crashes (number of crashes), 2021",76.0,1.0
5052,17031200200,-87.7356282,41.9278523,"Traffic crashes (number of crashes), 2021",157.0,2.0
5053,17031200300,-87.7341264,41.9234806,"Traffic crashes (number of crashes), 2021",56.0,0.0
5054,17031200401,-87.7375419,41.9198285,"Traffic crashes (number of crashes), 2021",82.0,1.0
5055,17031200402,-87.7296789,41.9196348,"Traffic crashes (number of crashes), 2021",100.0,1.0
5056,17031210100,-87.7013309,41.9428681,"Traffic crashes (number of crashes), 2021",182.0,3.0
5057,17031210400,-87.7303057,41.935745,"Traffic crashes (number of crashes), 2021",93.0,1.0
5058,17031210501,-87.7223301,41.9374013,"Traffic crashes (number of crashes), 2021",129.0,2.0
5059,17031210502,-87.7220524,41.9337846,"Traffic crashes (number of crashes), 2021",70.0,1.0
5060,17031210601,-87.712214,41.9376356,"Traffic crashes (number of crashes), 2021",68.0,0.0
5061,17031210602,-87.712572,41.934163,"Traffic crashes (number of crashes), 2021",76.0,1.0
5062,17031210700,-87.7038401,41.9357029,"Traffic crashes (number of crashes), 2021",55.0,0.0
5063,17031210800,-87.6989334,41.9357455,"Traffic crashes (number of crashes), 2021",69.0,1.0
5064,17031210900,-87.6933366,41.9354391,"Traffic crashes (number of crashes), 2021",128.0,2.0
5065,17031220300,-87.6950863,41.9284647,"Traffic crashes (number of crashes), 2021",69.0,1.0
5066,17031220400,-87.6999684,41.9284314,"Traffic crashes (number of crashes), 2021",92.0,1.0
5067,17031220500,-87.7049111,41.9283965,"Traffic crashes (number of crashes), 2021",116.8910426,2.0
5068,17031220601,-87.7128836,41.9258252,"Traffic crashes (number of crashes), 2021",50.0,0.0
5069,17031220602,-87.7119812,41.9293272,"Traffic crashes (number of crashes), 2021",127.1089574,2.0
5070,17031220701,-87.7215651,41.9261554,"Traffic crashes (number of crashes), 2021",62.0,0.0
5071,17031220702,-87.7242313,41.9293687,"Traffic crashes (number of crashes), 2021",146.0,2.0
5072,17031220901,-87.7212483,41.9191816,"Traffic crashes (number of crashes), 2021",43.0,0.0
5073,17031220902,-87.7218357,41.9227112,"Traffic crashes (number of crashes), 2021",84.0,1.0
5074,17031221000,-87.7152526,41.9209604,"Traffic crashes (number of crashes), 2021",30.0,0.0
5075,17031221100,-87.7103609,41.9210205,"Traffic crashes (number of crashes), 2021",95.0,1.0
5076,17031221200,-87.7046499,41.9210831,"Traffic crashes (number of crashes), 2021",58.0,0.0
5077,17031221300,-87.6997541,41.9211256,"Traffic crashes (number of crashes), 2021",79.0,1.0
5078,17031221400,-87.694532,41.9208013,"Traffic crashes (number of crashes), 2021",107.0,1.0
5079,17031221500,-87.6899513,41.9216468,"Traffic crashes (number of crashes), 2021",66.0,0.0
5080,17031221600,-87.685098,41.9212455,"Traffic crashes (number of crashes), 2021",84.01225564,1.0
5081,17031222200,-87.6838262,41.9159095,"Traffic crashes (number of crashes), 2021",47.0,0.0
5082,17031222500,-87.6995969,41.9157082,"Traffic crashes (number of crashes), 2021",17.75425239,0.0
5083,17031222600,-87.7044798,41.9156388,"Traffic crashes (number of crashes), 2021",30.0,0.0
5084,17031222700,-87.7101912,41.9154907,"Traffic crashes (number of crashes), 2021",56.0,0.0
5085,17031222800,-87.7150953,41.9154349,"Traffic crashes (number of crashes), 2021",26.0,0.0
5086,17031222900,-87.7200744,41.9155644,"Traffic crashes (number of crashes), 2021",28.0,0.0
5087,17031230100,-87.7043655,41.912008,"Traffic crashes (number of crashes), 2021",42.0,0.0
5088,17031230200,-87.7100991,41.9118582,"Traffic crashes (number of crashes), 2021",45.0,0.0
5089,17031230300,-87.7149884,41.9117866,"Traffic crashes (number of crashes), 2021",24.0,0.0
5090,17031230400,-87.721552,41.9118202,"Traffic crashes (number of crashes), 2021",72.78972776,1.0
5091,17031230500,-87.7339434,41.9116892,"Traffic crashes (number of crashes), 2021",181.0309608,3.0
5092,17031230600,-87.7339986,41.906155,"Traffic crashes (number of crashes), 2021",335.9690392,3.0
5093,17031230700,-87.7215397,41.9063229,"Traffic crashes (number of crashes), 2021",216.2102722,3.0
5094,17031230800,-87.714953,41.9058396,"Traffic crashes (number of crashes), 2021",32.0,0.0
5095,17031230900,-87.7103505,41.9066918,"Traffic crashes (number of crashes), 2021",103.0,1.0
5096,17031231100,-87.7150684,41.8992542,"Traffic crashes (number of crashes), 2021",56.0,0.0
5097,17031231200,-87.7213153,41.8990614,"Traffic crashes (number of crashes), 2021",321.0,3.0
5098,17031231500,-87.7186525,41.8917357,"Traffic crashes (number of crashes), 2021",256.0,3.0
5099,17031240200,-87.6701816,41.9124417,"Traffic crashes (number of crashes), 2021",34.0,0.0
5100,17031240300,-87.67507,41.9123677,"Traffic crashes (number of crashes), 2021",37.0,0.0
5101,17031240500,-87.6836341,41.9119698,"Traffic crashes (number of crashes), 2021",91.0,1.0
5102,17031240600,-87.6897111,41.9121341,"Traffic crashes (number of crashes), 2021",42.0,0.0
5103,17031240700,-87.6945986,41.9120878,"Traffic crashes (number of crashes), 2021",29.0,0.0
5104,17031240800,-87.6994802,41.9120742,"Traffic crashes (number of crashes), 2021",38.24574761,0.0
5105,17031240900,-87.6986233,41.9048448,"Traffic crashes (number of crashes), 2021",138.0,2.0
5106,17031241000,-87.6945342,41.9079686,"Traffic crashes (number of crashes), 2021",44.0,0.0
5107,17031241100,-87.6895801,41.9066403,"Traffic crashes (number of crashes), 2021",57.0,0.0
5108,17031241200,-87.6846858,41.906707,"Traffic crashes (number of crashes), 2021",55.0,0.0
5109,17031241300,-87.681025,41.9067716,"Traffic crashes (number of crashes), 2021",25.0,0.0
5110,17031241400,-87.6753125,41.9060284,"Traffic crashes (number of crashes), 2021",189.0,3.0
5111,17031241500,-87.6709364,41.9083759,"Traffic crashes (number of crashes), 2021",142.0,2.0
5112,17031241600,-87.6653277,41.9067097,"Traffic crashes (number of crashes), 2021",87.0,1.0
5113,17031242000,-87.6649536,41.8997371,"Traffic crashes (number of crashes), 2021",97.0,1.0
5114,17031242100,-87.6698375,41.8996698,"Traffic crashes (number of crashes), 2021",89.0,1.0
5115,17031242200,-87.6747188,41.8995893,"Traffic crashes (number of crashes), 2021",69.0,1.0
5116,17031242300,-87.6796003,41.8995065,"Traffic crashes (number of crashes), 2021",64.0,0.0
5117,17031242400,-87.68449,41.8994219,"Traffic crashes (number of crashes), 2021",61.0,0.0
5118,17031242500,-87.6893191,41.8994455,"Traffic crashes (number of crashes), 2021",88.0,1.0
5119,17031242600,-87.694197,41.90056,"Traffic crashes (number of crashes), 2021",89.0,1.0
5120,17031242700,-87.6993742,41.8974254,"Traffic crashes (number of crashes), 2021",50.0,0.0
5121,17031242800,-87.6903237,41.892632,"Traffic crashes (number of crashes), 2021",62.0,0.0
5122,17031242900,-87.6842896,41.8921955,"Traffic crashes (number of crashes), 2021",67.0,0.0
5123,17031243000,-87.6793981,41.8922753,"Traffic crashes (number of crashes), 2021",75.0,1.0
5124,17031243100,-87.6745068,41.8923546,"Traffic crashes (number of crashes), 2021",49.0,0.0
5125,17031243200,-87.6696238,41.8924327,"Traffic crashes (number of crashes), 2021",79.0,1.0
5126,17031243300,-87.6647388,41.8924781,"Traffic crashes (number of crashes), 2021",55.0,0.0
5127,17031243400,-87.6598479,41.8925579,"Traffic crashes (number of crashes), 2021",111.1171254,2.0
5128,17031243500,-87.6525172,41.8926536,"Traffic crashes (number of crashes), 2021",226.8828746,3.0
5129,17031250200,-87.751073,41.9123508,"Traffic crashes (number of crashes), 2021",161.0,2.0
5130,17031250300,-87.7608408,41.9128419,"Traffic crashes (number of crashes), 2021",133.1775406,2.0
5131,17031250400,-87.7753942,41.912908,"Traffic crashes (number of crashes), 2021",247.8224594,3.0
5132,17031250500,-87.796796,41.914618,"Traffic crashes (number of crashes), 2021",226.0,3.0
5133,17031250600,-87.7706303,41.9056935,"Traffic crashes (number of crashes), 2021",172.0,2.0
5134,17031250700,-87.7608128,41.9058206,"Traffic crashes (number of crashes), 2021",225.0,3.0
5135,17031250800,-87.7514741,41.9061855,"Traffic crashes (number of crashes), 2021",167.0,2.0
5136,17031251000,-87.7448924,41.8986945,"Traffic crashes (number of crashes), 2021",184.0,3.0
5137,17031251100,-87.7520112,41.8986248,"Traffic crashes (number of crashes), 2021",208.0,3.0
5138,17031251200,-87.760604,41.8985491,"Traffic crashes (number of crashes), 2021",202.0,3.0
5139,17031251300,-87.7703849,41.8984251,"Traffic crashes (number of crashes), 2021",179.0,3.0
5140,17031251400,-87.7701248,41.8909574,"Traffic crashes (number of crashes), 2021",175.0,3.0
5141,17031251500,-87.7603538,41.8911035,"Traffic crashes (number of crashes), 2021",226.0,3.0
5142,17031251600,-87.7518037,41.8914065,"Traffic crashes (number of crashes), 2021",113.0,2.0
5143,17031251700,-87.7444793,41.8913844,"Traffic crashes (number of crashes), 2021",174.0,3.0
5144,17031251800,-87.7478885,41.8841436,"Traffic crashes (number of crashes), 2021",513.0,3.0
5145,17031251900,-87.7600945,41.8838116,"Traffic crashes (number of crashes), 2021",322.0,3.0
5146,17031252000,-87.7698798,41.8836759,"Traffic crashes (number of crashes), 2021",283.0,3.0
5147,17031252101,-87.7698551,41.8738808,"Traffic crashes (number of crashes), 2021",208.4210219,3.0
5148,17031252102,-87.7598116,41.8765922,"Traffic crashes (number of crashes), 2021",287.5789781,3.0
5149,17031252201,-87.7521051,41.8766958,"Traffic crashes (number of crashes), 2021",130.0,2.0
5150,17031252202,-87.7445832,41.8767584,"Traffic crashes (number of crashes), 2021",392.0,3.0
5151,17031260100,-87.7233302,41.8843707,"Traffic crashes (number of crashes), 2021",194.0,3.0
5152,17031260200,-87.7282302,41.8843243,"Traffic crashes (number of crashes), 2021",189.0,3.0
5153,17031260300,-87.7331362,41.8842766,"Traffic crashes (number of crashes), 2021",110.0,2.0
5154,17031260400,-87.7380411,41.8842145,"Traffic crashes (number of crashes), 2021",197.0,3.0
5155,17031260500,-87.7377282,41.8766639,"Traffic crashes (number of crashes), 2021",205.9756429,3.0
5156,17031260600,-87.732867,41.8771076,"Traffic crashes (number of crashes), 2021",187.0243571,3.0
5157,17031260700,-87.7279962,41.8770565,"Traffic crashes (number of crashes), 2021",152.0,2.0
5158,17031260800,-87.7230964,41.8770848,"Traffic crashes (number of crashes), 2021",246.0,3.0
5159,17031260900,-87.7228141,41.8710297,"Traffic crashes (number of crashes), 2021",102.0,1.0
5160,17031261000,-87.7320094,41.8713379,"Traffic crashes (number of crashes), 2021",141.0,2.0
5161,17031270500,-87.7177932,41.8762402,"Traffic crashes (number of crashes), 2021",187.0,3.0
5162,17031271200,-87.7035621,41.8773597,"Traffic crashes (number of crashes), 2021",117.0,2.0
5163,17031271300,-87.7084528,41.877304,"Traffic crashes (number of crashes), 2021",101.0,1.0
5164,17031271400,-87.7133314,41.8772429,"Traffic crashes (number of crashes), 2021",115.0,2.0
5165,17031271500,-87.7131559,41.8717861,"Traffic crashes (number of crashes), 2021",56.0,0.0
5166,17031271800,-87.6984897,41.8714964,"Traffic crashes (number of crashes), 2021",53.0,0.0
5167,17031280100,-87.6428068,41.8853007,"Traffic crashes (number of crashes), 2021",269.1149657,3.0
5168,17031280400,-87.6718846,41.8860094,"Traffic crashes (number of crashes), 2021",83.0,1.0
5169,17031280800,-87.6889009,41.8785967,"Traffic crashes (number of crashes), 2021",74.0,1.0
5170,17031280900,-87.6851324,41.8786261,"Traffic crashes (number of crashes), 2021",102.0,1.0
5171,17031281900,-87.6426225,41.8792494,"Traffic crashes (number of crashes), 2021",147.9312898,2.0
5172,17031282700,-87.6886812,41.8713668,"Traffic crashes (number of crashes), 2021",116.0,2.0
5173,17031282800,-87.6849136,41.8702682,"Traffic crashes (number of crashes), 2021",72.0,1.0
5174,17031283100,-87.6640458,41.8692736,"Traffic crashes (number of crashes), 2021",64.70065726,0.0
5175,17031283200,-87.6592024,41.869579,"Traffic crashes (number of crashes), 2021",60.0,0.0
5176,17031283800,-87.6537547,41.8634168,"Traffic crashes (number of crashes), 2021",61.0,0.0
5177,17031290900,-87.7324567,41.8624103,"Traffic crashes (number of crashes), 2021",214.0,3.0
5178,17031291200,-87.7128746,41.8626611,"Traffic crashes (number of crashes), 2021",105.0,1.0
5179,17031291600,-87.6922159,41.8576415,"Traffic crashes (number of crashes), 2021",21.0,0.0
5180,17031292200,-87.7157306,41.8566665,"Traffic crashes (number of crashes), 2021",123.6297933,2.0
5181,17031292400,-87.7223992,41.8552397,"Traffic crashes (number of crashes), 2021",111.0,2.0
5182,17031292500,-87.7322428,41.8551613,"Traffic crashes (number of crashes), 2021",181.0,3.0
5183,17031300500,-87.7219393,41.8474251,"Traffic crashes (number of crashes), 2021",55.0,0.0
5184,17031300600,-87.7173343,41.8479904,"Traffic crashes (number of crashes), 2021",79.0,1.0
5185,17031300700,-87.7124504,41.848072,"Traffic crashes (number of crashes), 2021",76.0,1.0
5186,17031300800,-87.7075818,41.8481108,"Traffic crashes (number of crashes), 2021",81.0,1.0
5187,17031300900,-87.7026993,41.8481796,"Traffic crashes (number of crashes), 2021",111.0,2.0
5188,17031301100,-87.6979734,41.847029,"Traffic crashes (number of crashes), 2021",170.0193878,2.0
5189,17031301200,-87.6914771,41.8484171,"Traffic crashes (number of crashes), 2021",116.0,2.0
5190,17031301600,-87.712252,41.8407572,"Traffic crashes (number of crashes), 2021",79.0,1.0
5191,17031301701,-87.7196254,41.8424805,"Traffic crashes (number of crashes), 2021",89.0,1.0
5192,17031301702,-87.7195244,41.8388062,"Traffic crashes (number of crashes), 2021",69.0,1.0
5193,17031301801,-87.7350492,41.8416617,"Traffic crashes (number of crashes), 2021",95.0,1.0
5194,17031301802,-87.7277592,41.8451846,"Traffic crashes (number of crashes), 2021",108.0,1.0
5195,17031301803,-87.7278708,41.8395497,"Traffic crashes (number of crashes), 2021",96.0,1.0
5196,17031310200,-87.6442091,41.85631,"Traffic crashes (number of crashes), 2021",163.0,2.0
5197,17031310300,-87.6489782,41.8561439,"Traffic crashes (number of crashes), 2021",93.0,1.0
5198,17031310400,-87.6522613,41.8565069,"Traffic crashes (number of crashes), 2021",25.0,0.0
5199,17031310500,-87.65474,41.855248,"Traffic crashes (number of crashes), 2021",42.0,0.0
5200,17031310600,-87.6595637,41.856333,"Traffic crashes (number of crashes), 2021",149.0,2.0
5201,17031310700,-87.6649061,41.8559903,"Traffic crashes (number of crashes), 2021",53.0,0.0
5202,17031310800,-87.6685737,41.8559337,"Traffic crashes (number of crashes), 2021",142.0,2.0
5203,17031310900,-87.6746741,41.8557716,"Traffic crashes (number of crashes), 2021",123.0,2.0
5204,17031320100,-87.6209099,41.8850409,"Traffic crashes (number of crashes), 2021",637.869423,3.0
5205,17031320400,-87.6172556,41.875817,"Traffic crashes (number of crashes), 2021",601.130577,3.0
5206,17031320600,-87.6165962,41.8705542,"Traffic crashes (number of crashes), 2021",316.0,3.0
5207,17031330100,-87.615523,41.8592947,"Traffic crashes (number of crashes), 2021",797.0,3.0
5208,17031330200,-87.6305315,41.8613456,"Traffic crashes (number of crashes), 2021",187.0,3.0
5209,17031340300,-87.6357881,41.8428058,"Traffic crashes (number of crashes), 2021",25.99609241,0.0
5210,17031340400,-87.6320356,41.8418857,"Traffic crashes (number of crashes), 2021",47.0,0.0
5211,17031340500,-87.6329169,41.8345181,"Traffic crashes (number of crashes), 2021",73.0,1.0
5212,17031340600,-87.6325215,41.8274278,"Traffic crashes (number of crashes), 2021",96.0,1.0
5213,17031350100,-87.6079492,41.840259,"Traffic crashes (number of crashes), 2021",76.0,1.0
5214,17031350400,-87.6283695,41.8419291,"Traffic crashes (number of crashes), 2021",39.0,0.0
5215,17031351000,-87.6065282,41.8355675,"Traffic crashes (number of crashes), 2021",133.0,2.0
5216,17031351100,-87.6141894,41.827754,"Traffic crashes (number of crashes), 2021",56.0,0.0
5217,17031351400,-87.6240909,41.8274019,"Traffic crashes (number of crashes), 2021",81.0,1.0
5218,17031351500,-87.6277309,41.8272402,"Traffic crashes (number of crashes), 2021",34.0,0.0
5219,17031360200,-87.6098876,41.8268855,"Traffic crashes (number of crashes), 2021",27.0,0.0
5220,17031380100,-87.6100974,41.8202019,"Traffic crashes (number of crashes), 2021",48.0,0.0
5221,17031380200,-87.6149861,41.820574,"Traffic crashes (number of crashes), 2021",46.0,0.0
5222,17031380500,-87.6277942,41.8200988,"Traffic crashes (number of crashes), 2021",25.48307355,0.0
5223,17031380700,-87.623768,41.813806,"Traffic crashes (number of crashes), 2021",73.79909573,1.0
5224,17031381200,-87.6139992,41.8085114,"Traffic crashes (number of crashes), 2021",67.0,0.0
5225,17031381400,-87.6214298,41.8076202,"Traffic crashes (number of crashes), 2021",136.0,2.0
5226,17031381500,-87.6228619,41.8101927,"Traffic crashes (number of crashes), 2021",64.0,0.0
5227,17031381700,-87.6274463,41.8055502,"Traffic crashes (number of crashes), 2021",33.0,0.0
5228,17031381800,-87.6211978,41.8038481,"Traffic crashes (number of crashes), 2021",62.0,0.0
5229,17031381900,-87.6138885,41.8039557,"Traffic crashes (number of crashes), 2021",44.0,0.0
5230,17031390100,-87.5905449,41.8135545,"Traffic crashes (number of crashes), 2021",87.0,1.0
5231,17031390200,-87.5994765,41.813041,"Traffic crashes (number of crashes), 2021",33.0,0.0
5232,17031390300,-87.6042089,41.8132006,"Traffic crashes (number of crashes), 2021",59.0,0.0
5233,17031390400,-87.6040582,41.8059243,"Traffic crashes (number of crashes), 2021",57.0,0.0
5234,17031390500,-87.5991987,41.8059781,"Traffic crashes (number of crashes), 2021",38.0,0.0
5235,17031390600,-87.5943504,41.8060181,"Traffic crashes (number of crashes), 2021",48.0,0.0
5236,17031390700,-87.5804887,41.8040164,"Traffic crashes (number of crashes), 2021",170.0,2.0
5237,17031400300,-87.6114331,41.7897197,"Traffic crashes (number of crashes), 2021",215.0,3.0
5238,17031400400,-87.6183211,41.7911261,"Traffic crashes (number of crashes), 2021",71.0,1.0
5239,17031400500,-87.6231791,41.7910414,"Traffic crashes (number of crashes), 2021",117.0,2.0
5240,17031400800,-87.620558,41.7828633,"Traffic crashes (number of crashes), 2021",145.0,2.0
5241,17031410100,-87.5810259,41.8015822,"Traffic crashes (number of crashes), 2021",83.0,1.0
5242,17031410200,-87.5942651,41.8016709,"Traffic crashes (number of crashes), 2021",17.0,0.0
5243,17031410500,-87.6037435,41.7978296,"Traffic crashes (number of crashes), 2021",47.0,0.0
5244,17031410600,-87.5989422,41.7979687,"Traffic crashes (number of crashes), 2021",42.0,0.0
5245,17031410700,-87.5941996,41.7980493,"Traffic crashes (number of crashes), 2021",76.0,1.0
5246,17031410800,-87.5896248,41.7979614,"Traffic crashes (number of crashes), 2021",161.0,2.0
5247,17031410900,-87.5780937,41.7967097,"Traffic crashes (number of crashes), 2021",82.0,1.0
5248,17031411000,-87.577462,41.7872267,"Traffic crashes (number of crashes), 2021",275.2773997,3.0
5249,17031411100,-87.5897011,41.7904545,"Traffic crashes (number of crashes), 2021",42.72260029,0.0
5250,17031411200,-87.5940171,41.7905618,"Traffic crashes (number of crashes), 2021",21.0,0.0
5251,17031420100,-87.5795042,41.7825689,"Traffic crashes (number of crashes), 2021",99.0,1.0
5252,17031420200,-87.5935208,41.783468,"Traffic crashes (number of crashes), 2021",26.0,0.0
5253,17031420300,-87.598697,41.7832241,"Traffic crashes (number of crashes), 2021",13.0,0.0
5254,17031420400,-87.6035584,41.7831699,"Traffic crashes (number of crashes), 2021",44.0,0.0
5255,17031420500,-87.6084261,41.7831002,"Traffic crashes (number of crashes), 2021",103.0,1.0
5256,17031420600,-87.6132777,41.7830135,"Traffic crashes (number of crashes), 2021",64.0,0.0
5257,17031420700,-87.6106933,41.7766914,"Traffic crashes (number of crashes), 2021",223.0,3.0
5258,17031420800,-87.6032569,41.7769097,"Traffic crashes (number of crashes), 2021",108.0,1.0
5259,17031421200,-87.6089474,41.7706621,"Traffic crashes (number of crashes), 2021",121.0,2.0
5260,17031430101,-87.573953,41.7698532,"Traffic crashes (number of crashes), 2021",137.0,2.0
5261,17031430102,-87.5638143,41.7689528,"Traffic crashes (number of crashes), 2021",95.0,1.0
5262,17031430200,-87.5813509,41.7697613,"Traffic crashes (number of crashes), 2021",241.0,3.0
5263,17031430300,-87.5893601,41.7697163,"Traffic crashes (number of crashes), 2021",121.0,2.0
5264,17031430400,-87.5903116,41.7621978,"Traffic crashes (number of crashes), 2021",183.7472791,3.0
5265,17031430500,-87.58127,41.7643139,"Traffic crashes (number of crashes), 2021",166.0,2.0
5266,17031430600,-87.571373,41.7644133,"Traffic crashes (number of crashes), 2021",96.0,1.0
5267,17031430700,-87.5608903,41.7652716,"Traffic crashes (number of crashes), 2021",84.0,1.0
5268,17031430800,-87.5712983,41.76075,"Traffic crashes (number of crashes), 2021",60.0,0.0
5269,17031430900,-87.5811851,41.760641,"Traffic crashes (number of crashes), 2021",79.0,1.0
5270,17031431200,-87.5711843,41.7553011,"Traffic crashes (number of crashes), 2021",157.0,2.0
5271,17031431301,-87.5601871,41.7535302,"Traffic crashes (number of crashes), 2021",112.0,2.0
5272,17031431302,-87.5627859,41.7583855,"Traffic crashes (number of crashes), 2021",172.0,2.0
5273,17031431400,-87.546555,41.7572084,"Traffic crashes (number of crashes), 2021",153.0,2.0
5274,17031440101,-87.6014512,41.7486271,"Traffic crashes (number of crashes), 2021",155.5837954,2.0
5275,17031440102,-87.6011636,41.7409356,"Traffic crashes (number of crashes), 2021",183.0,3.0
5276,17031440201,-87.6100746,41.7482101,"Traffic crashes (number of crashes), 2021",249.0,3.0
5277,17031440202,-87.609762,41.7409599,"Traffic crashes (number of crashes), 2021",273.0,3.0
5278,17031440300,-87.6195427,41.7437208,"Traffic crashes (number of crashes), 2021",312.0,3.0
5279,17031440600,-87.6191373,41.7326718,"Traffic crashes (number of crashes), 2021",123.0,2.0
5280,17031440700,-87.6096294,41.7347514,"Traffic crashes (number of crashes), 2021",114.0,2.0
5281,17031440800,-87.603328,41.7317114,"Traffic crashes (number of crashes), 2021",58.0,0.0
5282,17031440900,-87.6090057,41.728669,"Traffic crashes (number of crashes), 2021",74.0,1.0
5283,17031450300,-87.5790892,41.7419438,"Traffic crashes (number of crashes), 2021",333.0,3.0
5284,17031460100,-87.5367253,41.7478345,"Traffic crashes (number of crashes), 2021",115.0,2.0
5285,17031460200,-87.5470102,41.7413875,"Traffic crashes (number of crashes), 2021",47.0,0.0
5286,17031460301,-87.5563673,41.7400264,"Traffic crashes (number of crashes), 2021",47.0,0.0
5287,17031460302,-87.5573879,41.747084,"Traffic crashes (number of crashes), 2021",76.0,1.0
5288,17031460400,-87.5636922,41.7444903,"Traffic crashes (number of crashes), 2021",85.0,1.0
5289,17031460500,-87.5726041,41.7468819,"Traffic crashes (number of crashes), 2021",224.0,3.0
5290,17031460600,-87.5595142,41.7356327,"Traffic crashes (number of crashes), 2021",24.86619213,0.0
