,GEOID,Longitude,Latitude,"binUninsured rate (% of residents), 2015-2019","binHomicide (crimes), 2017-2021","binMajor crime (crimes), 2016-2020","binViolent crime (crimes), 2016-2020","binEviction rate (% of renter-occupied households), 2018","binSeverely rent-burdened (% of renter-occupied housing units), 2015-2019","binTraffic crashes (number of crashes), 2021","binHigh school graduation rate (% of residents), 2015-2019","binCollege graduation rate (% of residents), 2015-2019","binUnemployment rate (%), 2015-2019","binMedian household income, 2015-2019","binPer capita income, 2015-2019","binPoverty rate (% of residents), 2015-2019","binDemographics, Non-Hispanic White (% of residents), 2016-2020","binPopulation (residents), 2015-2019",indicator,value
6667,17031210602,-87.712572,41.934163,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2,"College graduation rate (% of residents), 2015-2019",37.55259467
6668,17031210700,-87.7038401,41.9357029,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,"College graduation rate (% of residents), 2015-2019",41.87418087
6669,17031210800,-87.6989334,41.9357455,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0,"College graduation rate (% of residents), 2015-2019",42.10526316
6670,17031210900,-87.6933366,41.9354391,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,1,"College graduation rate (% of residents), 2015-2019",53.96536007
6671,17031220300,-87.6950863,41.9284647,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",67.77509069
6672,17031220400,-87.6999684,41.9284314,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",73.91304348
6673,17031220500,-87.7049111,41.9283965,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"College graduation rate (% of residents), 2015-2019",72.89632729
6674,17031220601,-87.7128836,41.9258252,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,3.0,1.0,2.0,0,"College graduation rate (% of residents), 2015-2019",54.47941889
6675,17031220602,-87.7119812,41.9293272,2.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3,"College graduation rate (% of residents), 2015-2019",55.75440529
6676,17031220701,-87.7215651,41.9261554,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"College graduation rate (% of residents), 2015-2019",36.33469759
6677,17031220702,-87.7242313,41.9293687,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,"College graduation rate (% of residents), 2015-2019",36.58730159
6678,17031220901,-87.7212483,41.9191816,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1,"College graduation rate (% of residents), 2015-2019",27.17895823
6679,17031220902,-87.7218357,41.9227112,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1,"College graduation rate (% of residents), 2015-2019",28.37033027
6680,17031221000,-87.7152526,41.9209604,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,"College graduation rate (% of residents), 2015-2019",39.68766828
6681,17031221100,-87.7103609,41.9210205,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3,"College graduation rate (% of residents), 2015-2019",49.79480164
6682,17031221200,-87.7046499,41.9210831,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2,"College graduation rate (% of residents), 2015-2019",64.60741331
6683,17031221300,-87.6997541,41.9211256,3.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1,"College graduation rate (% of residents), 2015-2019",51.25698324
6684,17031221400,-87.694532,41.9208013,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,2.0,2,"College graduation rate (% of residents), 2015-2019",63.10137457
6685,17031221500,-87.6899513,41.9216468,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,1,"College graduation rate (% of residents), 2015-2019",47.2465035
6686,17031221600,-87.685098,41.9212455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"College graduation rate (% of residents), 2015-2019",80.31430935
6687,17031222200,-87.6838262,41.9159095,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",86.36616583
6688,17031222500,-87.6995969,41.9157082,2.0,0.0,0.0,0.0,,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0,"College graduation rate (% of residents), 2015-2019",51.09427609
6689,17031222600,-87.7044798,41.9156388,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0,"College graduation rate (% of residents), 2015-2019",58.10493344
6690,17031222700,-87.7101912,41.9154907,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1,"College graduation rate (% of residents), 2015-2019",38.91537545
6691,17031222800,-87.7150953,41.9154349,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0,"College graduation rate (% of residents), 2015-2019",41.66666667
6692,17031222900,-87.7200744,41.9155644,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,"College graduation rate (% of residents), 2015-2019",16.74491393
6693,17031230100,-87.7043655,41.912008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0,"College graduation rate (% of residents), 2015-2019",44.13965087
6694,17031230200,-87.7100991,41.9118582,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1,"College graduation rate (% of residents), 2015-2019",22.38267148
6695,17031230300,-87.7149884,41.9117866,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0,"College graduation rate (% of residents), 2015-2019",15.53398058
6696,17031230400,-87.721552,41.9118202,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1,"College graduation rate (% of residents), 2015-2019",19.40194715
6697,17031230500,-87.7339434,41.9116892,3.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2,"College graduation rate (% of residents), 2015-2019",10.55690073
6698,17031230600,-87.7339986,41.906155,3.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,3,"College graduation rate (% of residents), 2015-2019",10.9977035
6699,17031230700,-87.7215397,41.9063229,3.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3,"College graduation rate (% of residents), 2015-2019",9.688864629
6700,17031230800,-87.714953,41.9058396,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0,"College graduation rate (% of residents), 2015-2019",19.16666667
6701,17031230900,-87.7103505,41.9066918,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3,"College graduation rate (% of residents), 2015-2019",25.04230118
6702,17031231100,-87.7150684,41.8992542,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0,"College graduation rate (% of residents), 2015-2019",16.71052632
6703,17031231200,-87.7213153,41.8990614,3.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3,"College graduation rate (% of residents), 2015-2019",15.32719582
6704,17031231500,-87.7186525,41.8917357,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,3,"College graduation rate (% of residents), 2015-2019",9.966777409
6705,17031240200,-87.6701816,41.9124417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,"College graduation rate (% of residents), 2015-2019",75.98806861
6706,17031240300,-87.67507,41.9123677,0.0,0.0,1.0,0.0,,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,"College graduation rate (% of residents), 2015-2019",87.76824034
6707,17031240500,-87.6836341,41.9119698,0.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",89.97442455
6708,17031240600,-87.6897111,41.9121341,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,0,"College graduation rate (% of residents), 2015-2019",63.25823224
6709,17031240700,-87.6945986,41.9120878,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,0,"College graduation rate (% of residents), 2015-2019",52.49070632
6710,17031240800,-87.6994802,41.9120742,3.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0,"College graduation rate (% of residents), 2015-2019",59.49748744
6711,17031240900,-87.6986233,41.9048448,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0,"College graduation rate (% of residents), 2015-2019",41.20734908
6712,17031241000,-87.6945342,41.9079686,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,"College graduation rate (% of residents), 2015-2019",46.76165803
6713,17031241100,-87.6895801,41.9066403,2.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2,"College graduation rate (% of residents), 2015-2019",58.29533497
6714,17031241200,-87.6846858,41.906707,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,0,"College graduation rate (% of residents), 2015-2019",68.61894432
6715,17031241300,-87.681025,41.9067716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",75.0327654
6716,17031241400,-87.6753125,41.9060284,0.0,0.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3,"College graduation rate (% of residents), 2015-2019",77.77777778
6717,17031241500,-87.6709364,41.9083759,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",84.41950798
6718,17031241600,-87.6653277,41.9067097,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"College graduation rate (% of residents), 2015-2019",74.3840702
6719,17031242000,-87.6649536,41.8997371,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,3,"College graduation rate (% of residents), 2015-2019",73.89369592
6720,17031242100,-87.6698375,41.8996698,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"College graduation rate (% of residents), 2015-2019",81.22186495
6721,17031242200,-87.6747188,41.8995893,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"College graduation rate (% of residents), 2015-2019",79.54395241
6722,17031242300,-87.6796003,41.8995065,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"College graduation rate (% of residents), 2015-2019",74.33506045
6723,17031242400,-87.68449,41.8994219,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"College graduation rate (% of residents), 2015-2019",73.55484752
6724,17031242500,-87.6893191,41.8994455,3.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"College graduation rate (% of residents), 2015-2019",55.05984766
6725,17031242600,-87.694197,41.90056,1.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,3,"College graduation rate (% of residents), 2015-2019",57.81057811
6726,17031242700,-87.6993742,41.8974254,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,"College graduation rate (% of residents), 2015-2019",42.90076336
6727,17031242800,-87.6903237,41.892632,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,0,"College graduation rate (% of residents), 2015-2019",55.02512563
6728,17031242900,-87.6842896,41.8921955,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,"College graduation rate (% of residents), 2015-2019",75.68940493
6729,17031243000,-87.6793981,41.8922753,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",57.43618202
6730,17031243100,-87.6745068,41.8923546,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,2.0,1,"College graduation rate (% of residents), 2015-2019",64.09679235
6731,17031243200,-87.6696238,41.8924327,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"College graduation rate (% of residents), 2015-2019",76.95238095
6732,17031243300,-87.6647388,41.8924781,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"College graduation rate (% of residents), 2015-2019",68.00205444
6733,17031243400,-87.6598479,41.8925579,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,2.0,1,"College graduation rate (% of residents), 2015-2019",67.36526946
6734,17031243500,-87.6525172,41.8926536,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2,"College graduation rate (% of residents), 2015-2019",79.34601268
6735,17031250200,-87.751073,41.9123508,3.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"College graduation rate (% of residents), 2015-2019",19.07724209
6736,17031250300,-87.7608408,41.9128419,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3,"College graduation rate (% of residents), 2015-2019",18.38849883
6737,17031250400,-87.7753942,41.912908,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3,"College graduation rate (% of residents), 2015-2019",16.96706029
6738,17031250500,-87.796796,41.914618,0.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,3,"College graduation rate (% of residents), 2015-2019",42.16911765
6739,17031250600,-87.7706303,41.9056935,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,"College graduation rate (% of residents), 2015-2019",16.54373024
6740,17031250700,-87.7608128,41.9058206,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3,"College graduation rate (% of residents), 2015-2019",12.51593168
6741,17031250800,-87.7514741,41.9061855,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1,"College graduation rate (% of residents), 2015-2019",9.526699029
6742,17031251000,-87.7448924,41.8986945,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",6.26911315
6743,17031251100,-87.7520112,41.8986248,0.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3,"College graduation rate (% of residents), 2015-2019",7.42979026
6744,17031251200,-87.760604,41.8985491,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2,"College graduation rate (% of residents), 2015-2019",8.158597026
6745,17031251300,-87.7703849,41.8984251,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2,"College graduation rate (% of residents), 2015-2019",10.73407202
6746,17031251400,-87.7701248,41.8909574,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2,"College graduation rate (% of residents), 2015-2019",19.89619377
6747,17031251500,-87.7603538,41.8911035,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",8.907320591
6748,17031251600,-87.7518037,41.8914065,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",7.8125
6749,17031251700,-87.7444793,41.8913844,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,"College graduation rate (% of residents), 2015-2019",15.75682382
6750,17031251800,-87.7478885,41.8841436,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,3,"College graduation rate (% of residents), 2015-2019",6.054421769
6751,17031251900,-87.7600945,41.8838116,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,3,"College graduation rate (% of residents), 2015-2019",7.489952503
6752,17031252000,-87.7698798,41.8836759,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3,"College graduation rate (% of residents), 2015-2019",13.89172625
6753,17031252101,-87.7698551,41.8738808,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",19.34156379
6754,17031252102,-87.7598116,41.8765922,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,3,"College graduation rate (% of residents), 2015-2019",10.28776978
6755,17031252201,-87.7521051,41.8766958,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1,"College graduation rate (% of residents), 2015-2019",12.59541985
6756,17031252202,-87.7445832,41.8767584,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",9.125331314
6757,17031260100,-87.7233302,41.8843707,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",10.77981651
6758,17031260200,-87.7282302,41.8843243,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0,"College graduation rate (% of residents), 2015-2019",8.411214953
6759,17031260300,-87.7331362,41.8842766,2.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",5.711422846
6760,17031260400,-87.7380411,41.8842145,0.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",3.230337079
6761,17031260500,-87.7377282,41.8766639,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",3.829787234
6762,17031260600,-87.732867,41.8771076,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"College graduation rate (% of residents), 2015-2019",4.664723032
6763,17031260700,-87.7279962,41.8770565,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",5.929648241
6764,17031260800,-87.7230964,41.8770848,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1,"College graduation rate (% of residents), 2015-2019",6.59025788
6765,17031260900,-87.7228141,41.8710297,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",2.637362637
6766,17031261000,-87.7320094,41.8713379,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1,"College graduation rate (% of residents), 2015-2019",8.833922261
6767,17031270500,-87.7177932,41.8762402,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",10.6080207
6768,17031271200,-87.7035621,41.8773597,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",10.59751973
6769,17031271300,-87.7084528,41.877304,0.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",13.66336634
6770,17031271400,-87.7133314,41.8772429,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",19.17098446
6771,17031271500,-87.7131559,41.8717861,0.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",20.74468085
6772,17031271800,-87.6984897,41.8714964,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0,"College graduation rate (% of residents), 2015-2019",7.121661721
6773,17031280100,-87.6428068,41.8853007,0.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"College graduation rate (% of residents), 2015-2019",92.22832418
6774,17031280400,-87.6718846,41.8860094,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",21.74369748
6775,17031280800,-87.6889009,41.8785967,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0,"College graduation rate (% of residents), 2015-2019",20.7177814
6776,17031280900,-87.6851324,41.8786261,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,0,"College graduation rate (% of residents), 2015-2019",25.45454545
6777,17031281900,-87.6426225,41.8792494,0.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,3,"College graduation rate (% of residents), 2015-2019",89.18642682
6778,17031282700,-87.6886812,41.8713668,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,"College graduation rate (% of residents), 2015-2019",44.22110553
6779,17031282800,-87.6849136,41.8702682,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0,"College graduation rate (% of residents), 2015-2019",60.27263875
6780,17031283100,-87.6640458,41.8692736,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2,"College graduation rate (% of residents), 2015-2019",67.92249731
6781,17031283200,-87.6592024,41.869579,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,0,"College graduation rate (% of residents), 2015-2019",64.98455201
6782,17031283800,-87.6537547,41.8634168,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,"College graduation rate (% of residents), 2015-2019",62.67795306
6783,17031290900,-87.7324567,41.8624103,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",7.836153161
6784,17031291200,-87.7128746,41.8626611,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1,"College graduation rate (% of residents), 2015-2019",18.18181818
6785,17031291600,-87.6922159,41.8576415,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0,"College graduation rate (% of residents), 2015-2019",24.0589198
6786,17031292200,-87.7157306,41.8566665,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"College graduation rate (% of residents), 2015-2019",13.43283582
6787,17031292400,-87.7223992,41.8552397,3.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1,"College graduation rate (% of residents), 2015-2019",8.230769231
6788,17031292500,-87.7322428,41.8551613,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",19.25545571
6789,17031300500,-87.7219393,41.8474251,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1,"College graduation rate (% of residents), 2015-2019",10.30818278
6790,17031300600,-87.7173343,41.8479904,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1,"College graduation rate (% of residents), 2015-2019",14.71740347
6791,17031300700,-87.7124504,41.848072,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3,"College graduation rate (% of residents), 2015-2019",13.05410122
6792,17031300800,-87.7075818,41.8481108,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",4.162895928
6793,17031300900,-87.7026993,41.8481796,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,"College graduation rate (% of residents), 2015-2019",7.06141964
6794,17031301100,-87.6979734,41.847029,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1,"College graduation rate (% of residents), 2015-2019",14.74820144
6795,17031301200,-87.6914771,41.8484171,3.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2,"College graduation rate (% of residents), 2015-2019",9.376362843
6796,17031301600,-87.712252,41.8407572,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"College graduation rate (% of residents), 2015-2019",12.9740519
